1.29	15.8355	N.C.
15.8355	17.6536	B7
17.6536	19.4718	E
19.4718	21.29	Abm
21.29	22.1991	A
22.1991	23.1082	B
23.1082	24.9264	E
24.9264	26.7445	Abm
26.7445	28.5627	Dbm
28.5627	29.4718	F#m7
29.4718	30.3809	A/B
30.3809	33.5627	E
33.5627	34.0173	B/D#
34.0173	35.8355	Dbm
35.8355	37.6536	Abm
37.6536	38.5627	A
38.5627	39.4718	B
39.4718	40.3809	Esus4
40.3809	40.8355	E
40.8355	41.29	B/D#
41.29	43.1082	Dbm
43.1082	44.9264	E/G#
44.9264	45.8355	D
45.8355	46.5173	Dbm
46.5173	47.6536	GM7
47.6536	48.1082	A/B
48.1082	48.5627	B7
48.5627	50.3809	E
50.3809	52.1991	B/D#
52.1991	54.0173	Dbm
54.0173	55.8355	E/B
55.8355	56.7445	A
56.7445	57.6536	B7/A
57.6536	58.3355	Abm
58.3355	59.4718	Dbm
59.4718	61.29	F#m7
61.29	62.6536	A/B
62.6536	63.1082	B7
63.1082	64.9264	E
64.9264	66.7445	B/D#
66.7445	68.5627	Dbm
68.5627	70.3809	E/B
70.3809	72.1991	A
72.1991	74.0173	F#/A#
74.0173	74.9264	E/B
74.9264	75.8355	Dbm
75.8355	76.7445	F#m7
76.7445	77.6536	A/B
77.6536	79.4718	E
79.4718	81.29	Dbm
81.29	83.1082	F#m7
83.1082	84.9264	A/B
84.9264	86.7445	E
86.7445	88.5627	Abm
88.5627	90.1536	A
90.1536	91.7445	A/B
91.7445	92.1991	B7
92.1991	94.0173	E
94.0173	95.8355	B/D#
95.8355	97.6536	Dbm
97.6536	99.4718	E/B
99.4718	100.3809	A
100.3809	101.29	B
101.29	101.9718	Abm
101.9718	103.1082	Dbm
103.1082	104.9264	F#m7
104.9264	106.29	A/B
106.29	106.7445	B7
106.7445	108.5627	E
108.5627	110.3809	B/D#
110.3809	112.1991	Dbm
112.1991	114.0173	E/B
114.0173	115.8355	A
115.8355	117.6536	F#/A#
117.6536	118.5627	E/B
118.5627	119.4718	Dbm
119.4718	120.3809	F#m7
120.3809	121.29	A/B
121.29	121.9718	Abm/Db
121.9718	123.1082	Dbm
123.1082	124.9264	F#/A#
124.9264	126.7445	E/B
126.7445	128.5627	F#m7
128.5627	132.1991	A/B
132.1991	134.0173	E
134.0173	135.8355	Dbm
135.8355	137.6536	F#m7
137.6536	139.4718	A/B
139.4718	141.29	E
141.29	143.1082	Abm
143.1082	144.6991	A
144.6991	146.7445	A/B
146.7445	147.4264	Esus4
147.4264	152.1991	E
152.1991	152.4264	N.C.
