1.193	7.4973	Gm7/C
7.4973	8.1495	Abdim7
8.1495	9.8887	Gm7
9.8887	11.6278	Gm7/C
11.6278	13.3669	Am7
13.3669	15.106	Am7/D
15.106	16.8452	Gm7
16.8452	18.5843	Gm7/C
18.5843	20.3234	Am7
20.3234	22.0626	Am7/D
22.0626	23.8017	Gm7
23.8017	25.5408	Gm7/C
25.5408	27.28	Am7
27.28	29.0191	D7(b9)
29.0191	30.7582	Gm7
30.7582	32.4973	Gm7/C
32.4973	34.2365	Am7
34.2365	35.9756	D7(b9)
35.9756	37.4973	BbM7(9)
37.4973	39.4539	A7
39.4539	40.9756	Am7/D
40.9756	41.8452	Badd9/D#
41.8452	42.7147	F#7sus4/E
42.7147	43.5843	Badd9/F#
43.5843	44.4539	Abm7(11)
44.4539	46.193	F/A
46.193	47.9321	Bbm7(9)
47.9321	49.6713	Gm7/C
49.6713	51.6278	A7
51.6278	52.4973	BbM7
52.4973	53.1495	C
53.1495	54.2365	Am7
54.2365	55.106	Dm7
55.106	55.9756	BbM7
55.9756	56.6278	C
56.6278	57.9321	F
57.9321	58.5843	A7
58.5843	59.4539	BbM7
59.4539	60.106	C
60.106	61.193	Am7
61.193	62.0626	Dm7
62.0626	62.9321	Gm7
62.9321	63.5843	Gm7/C
63.5843	64.8887	F
64.8887	65.5408	A7
65.5408	66.4104	BbM7
66.4104	67.0626	C
67.0626	68.1495	Am7
68.1495	69.0191	Dm7
69.0191	69.8887	BbM7
69.8887	70.5408	C
70.5408	71.8452	F
71.8452	72.4973	A7
72.4973	73.3669	BbM7
73.3669	74.0191	C
74.0191	74.8887	Dbdim
74.8887	75.9756	Dm7
75.9756	77.4973	Gm7
77.4973	78.8017	F
78.8017	79.4539	C
79.4539	80.9756	Gm7
80.9756	82.9321	Gm7/C
82.9321	84.4539	Am7
84.4539	86.4104	D7(b9)
86.4104	87.9321	Gm7
87.9321	89.8887	Gm7/C
89.8887	91.4104	Am7
91.4104	92.7147	D7(b9)
92.7147	93.3669	Abdim7
93.3669	95.106	Gm7
95.106	96.8452	Gm7/C
96.8452	98.5843	Am7
98.5843	100.3234	Am7/D
100.3234	102.0626	Gm7
102.0626	103.8017	Gm7/C
103.8017	105.5408	Am7
105.5408	107.28	Am7/D
107.28	109.0191	Gm7
109.0191	110.7582	Gm7/C
110.7582	112.4973	Am7
112.4973	114.2365	D7(b9)
114.2365	115.9756	Gm7
115.9756	117.7147	Gm7/C
117.7147	119.4539	Am7
119.4539	121.193	D7(b9)
121.193	122.7147	BbM7(9)
122.7147	124.6713	A7
124.6713	126.193	Am7/D
126.193	127.9321	Abdim7
127.9321	129.6713	Gm7
129.6713	131.4104	F/A
131.4104	133.1495	Bbm7(9)
133.1495	134.8887	Gm7/C
134.8887	136.8452	A7
136.8452	137.7147	BbM7
137.7147	138.3669	C
138.3669	139.4539	Am7
139.4539	140.3234	Dm7
140.3234	141.193	BbM7
141.193	141.8452	C
141.8452	143.1495	F
143.1495	143.8017	A7
143.8017	144.6713	BbM7
144.6713	145.3234	C
145.3234	146.4104	Am7
146.4104	147.28	Dm7
147.28	148.1495	Gm7
148.1495	148.8017	Gm7/C
148.8017	150.106	F
150.106	150.7582	A7
150.7582	151.6278	BbM7
151.6278	152.28	C
