0.504	8.004	N.C.
8.004	11.754	DM7(9)
11.754	15.504	Dbm7
15.504	19.254	D/E
19.254	23.004	E/F#
23.004	26.754	DM7(9)
26.754	30.504	Dbm7
30.504	38.004	D/E
38.004	39.879	N.C.
39.879	47.379	F#m7
47.379	51.129	D69
51.129	53.004	F#m7
53.004	53.9415	A
53.9415	54.879	A/C#
54.879	58.629	D69
58.629	60.504	F#m7
60.504	61.4415	A
61.4415	62.379	A/C#
62.379	65.8946	F#m7/B
65.8946	69.879	F#m7
69.879	73.3946	D69
73.3946	76.4415	Esus4
76.4415	77.379	N.C.
77.379	81.129	D69
81.129	84.879	Aadd9/C#
84.879	88.629	Esus4
88.629	89.3321	F#m7
89.3321	90.504	A
90.504	92.379	Aadd9/C#
92.379	96.129	D69
96.129	99.879	Aadd9/C#
99.879	103.629	Esus4
103.629	104.3321	F#m7
104.3321	105.504	A
105.504	107.379	Aadd9/C#
107.379	114.879	F#m7
114.879	118.629	D69
118.629	120.504	F#m7
120.504	121.4415	A
121.4415	122.379	A/C#
122.379	126.129	D69
126.129	128.004	F#m7
128.004	128.9415	A
128.9415	129.879	A/C#
129.879	130.8165	A
130.8165	131.754	Bm
131.754	132.6915	A
132.6915	133.629	Bm
133.629	137.379	F#m7
137.379	138.3165	A
138.3165	139.254	Bm
139.254	140.1915	A
140.1915	141.129	Bm
141.129	144.879	F#m7
144.879	148.629	DM7(9)
148.629	152.379	Aadd9/C#
152.379	156.129	E
156.129	158.9415	F#m7(11)
158.9415	159.879	Dbm7
159.879	163.629	DM7(9)
163.629	167.379	Aadd9/C#
167.379	171.129	E
171.129	174.879	F#m7(11)
174.879	178.629	D69
178.629	182.379	Aadd9/C#
182.379	186.129	Esus4
186.129	186.8321	F#m7
186.8321	188.004	A
188.004	189.879	Aadd9/C#
189.879	193.629	D69
193.629	197.379	Aadd9/C#
197.379	201.129	Esus4
201.129	201.8321	F#m7
201.8321	203.004	A
203.004	204.879	Aadd9/C#
204.879	208.629	D69
208.629	212.379	Aadd9/C#
212.379	216.129	Esus4
216.129	216.8321	F#m7
216.8321	218.004	A
218.004	219.879	Aadd9/C#
219.879	223.629	D69
223.629	227.379	Aadd9/C#
227.379	231.129	Esus4
231.129	231.8321	F#m7
231.8321	233.004	A
233.004	234.879	Aadd9/C#
234.879	249.879	F#m7
249.879	250.5821	N.C.
