0.664	1.8721	Eadd9/G#
1.8721	3.8855	A69
3.8855	5.0935	Bsus4
5.0935	7.107	C#m7(11)
7.107	8.315	Eadd9/G#
8.315	10.3284	A69
10.3284	10.9325	F#m7/B
10.9325	11.5365	Ab7/C
11.5365	13.4504	Dbm7
13.4504	14.6585	Eadd9/G#
14.6585	16.6719	A69
16.6719	17.8799	Bsus4
17.8799	19.8934	C#m7(11)
19.8934	21.1014	F#m7
21.1014	23.1148	Eadd9/G#
23.1148	24.3229	A69
24.3229	26.3363	F#m7/B
26.3363	29.5578	EM7(9)
29.5578	32.7793	AM7(9)
32.7793	34.39	Eadd9/G#
34.39	36.0008	Dbm7(9)
36.0008	37.6115	CM7(9)
37.6115	39.2222	AM7/B
39.2222	40.833	EM7(9)
40.833	42.4437	Eadd9/G#
42.4437	44.0544	AM7(9)
44.0544	45.6652	F#m7/B
45.6652	47.2759	Dbm7
47.2759	48.8867	Eadd9/G#
48.8867	50.4974	F#m9
50.4974	52.1081	AM7/B
52.1081	53.7189	A69
53.7189	55.3296	Bsus4
55.3296	56.9404	Eadd9/G#
56.9404	58.5511	Dbm7(11)
58.5511	60.1618	F#m7(9)
60.1618	61.7726	Eadd9/G#
61.7726	63.182	Am7
63.182	66.0008	F#m7/B
66.0008	66.4034	Eaug/A#
66.4034	68.0142	AM7(9)
68.0142	69.6249	AM7/B
69.6249	71.2357	Eadd9/G#
71.2357	72.8464	Abm7/Db
72.8464	74.2558	F#m7(9)
74.2558	75.8665	Eadd9/G#
75.8665	76.8732	AM7
76.8732	77.4773	DM7(9)
77.4773	78.6853	F#m7/B
78.6853	79.088	Eaug/A#
79.088	80.6987	AM7(9)
80.6987	82.3095	AM7/B
82.3095	83.9202	Eadd9/G#
83.9202	85.7323	Abm7/Db
85.7323	86.3363	F#m7
86.3363	87.1417	B7(9)
87.1417	87.9471	Abm7
87.9471	88.3497	Abm7/Db
88.3497	88.7524	Dbm7
88.7524	90.1618	CM7(9)
90.1618	91.9739	AM7/B
91.9739	93.182	Eadd9/G#
93.182	95.1954	A69
95.1954	96.4034	Bsus4
96.4034	98.4169	C#m7(11)
98.4169	99.6249	F#m7
99.6249	101.6383	Eadd9/G#
101.6383	102.8464	A69
102.8464	105.6652	F#m7/B
105.6652	106.8732	EM7(9)
106.8732	108.484	Eadd9/G#
108.484	109.692	A69
109.692	111.3028	F#m7/B
111.3028	112.5108	Dbm7
112.5108	114.1216	Eadd9/G#
114.1216	115.3296	A69
115.3296	116.9404	F#m7/B
116.9404	118.1484	EM9
118.1484	119.7591	Eadd9/G#
119.7591	120.3632	A69
120.3632	120.9672	F#m7/B
120.9672	122.1753	E
122.1753	124.5914	E/F#
124.5914	124.994	E/G#
124.994	126.6048	AM7(9)
126.6048	128.2155	AM7/B
128.2155	129.8263	A69
129.8263	131.437	Bsus4
131.437	133.0477	Eadd9/G#
133.0477	134.6585	Dbm7(11)
134.6585	136.2692	F#m7(9)
136.2692	137.8799	Eadd9/G#
137.8799	139.2893	Am7
139.2893	142.1081	F#m7/B
142.1081	142.5108	Eaug/A#
142.5108	144.1216	AM7(9)
144.1216	145.7323	AM7/B
145.7323	147.343	Eadd9/G#
147.343	148.9538	Abm7/Db
148.9538	150.3632	F#m7(9)
150.3632	151.9739	Eadd9/G#
151.9739	152.9806	AM7
152.9806	153.5846	DM7(9)
153.5846	154.7927	F#m7/B
154.7927	155.1954	Eaug/A#
155.1954	156.8061	AM7(9)
156.8061	158.4169	AM7/B
158.4169	160.0276	Eadd9/G#
160.0276	161.8397	Dbm7(11)
161.8397	162.4437	F#m7
162.4437	163.2491	B7(9)
163.2491	164.0544	Abm7
164.0544	164.4571	Abm7/Db
164.4571	164.8598	Dbm7
164.8598	166.4706	CM7(9)
166.4706	168.0813	AM7/B
168.0813	171.3028	CM7(9)
171.3028	174.5242	Gadd9/B
174.5242	175.9336	Am7
175.9336	177.7457	Am7/D
177.7457	179.3565	GM7(9)
179.3565	180.1618	F#m7(9)
180.1618	180.9672	AM7/B
180.9672	184.1887	AM7(9)
184.1887	185.3967	Eadd9/G#
185.3967	187.4102	Dbm7(11)
187.4102	188.6182	F#m7
188.6182	190.4303	Eadd9/G#
190.4303	192.041	AM7(9)
192.041	193.6518	AM7/B
193.6518	196.8732	CM7(9)
196.8732	198.484	Gadd9/B
198.484	199.2893	Esus4
199.2893	200.0947	E
200.0947	201.7055	F#m7
201.7055	203.1148	Eadd9/G#
203.1148	203.9202	AM7
203.9202	204.9269	DM7(9)
204.9269	206.6283	AM7/B
206.6283	208.239	A69
208.239	209.8497	Bsus4
209.8497	211.4605	Eadd9/G#
211.4605	213.0712	Dbm7(11)
213.0712	214.682	F#m7(9)
214.682	216.2927	Eadd9/G#
216.2927	217.7021	Am7
217.7021	219.3128	CM7
219.3128	222.5343	F#m7/B
222.5343	223.7424	Gm7/C
223.7424	224.1451	Faug/B
224.1451	225.7558	BbM7(9)
225.7558	227.3665	BbM7/C
227.3665	228.9773	Fadd9/A
228.9773	230.588	Am7/D
230.588	231.9974	Gm7(9)
231.9974	233.6081	Fadd9/A
233.6081	234.6148	BbM7
234.6148	235.2189	EbM7(9)
235.2189	236.4269	Gm7/C
236.4269	236.8296	Faug/B
236.8296	238.4404	BbM7(9)
238.4404	240.0511	BbM7/C
240.0511	241.6618	Fadd9/A
241.6618	243.4739	Am7/D
243.4739	244.0779	Gm7
244.0779	244.8833	C7(9)
244.8833	245.6887	Am7
245.6887	246.0914	Am7/D
246.0914	246.494	Dm7
246.494	248.1048	DbM7(9)
248.1048	249.7155	BbM7/C
249.7155	250.9236	Fadd9/A
250.9236	252.937	Bb69
252.937	254.1451	Csus4
254.1451	256.1585	Dm7
256.1585	257.3665	Gm7
257.3665	259.3799	Fadd9/A
259.3799	260.588	Bb69
260.588	262.6014	Gm7/C
262.6014	265.8229	N.C.
